-2.496618777513504028e-01,8.525980263948440552e-02,-1.056641712784767151e-01,1.943519115447998047e-01,8.032421767711639404e-02,-6.622440814971923828e-01,4.660228192806243896e-01,-7.736569643020629883e-01,-3.095463216304779053e-01,-2.818399369716644287e-01,1.139032319188117981e-01,-1.536734223365783691e+00,1.429800242185592651e-01,-9.778274595737457275e-02,9.471735358238220215e-01,-6.547581404447555542e-02
-1.217787265777587891e-01,-3.606568574905395508e-01,2.417093962430953979e-01,4.537812620401382446e-02,3.093970939517021179e-03,-2.648553997278213501e-02,2.104512155055999756e-01,-3.073905408382415771e-01,-2.536875605583190918e-01,-7.052696943283081055e-01,-3.765808045864105225e-02,-8.702872991561889648e-01,-3.956586495041847229e-02,-1.228423193097114563e-01,-3.367067500948905945e-02,3.549895286560058594e-01
-6.574171036481857300e-02,-2.019957304000854492e-01,-4.753020033240318298e-02,-1.351940333843231201e-01,1.538578979671001434e-02,-3.247082233428955078e-02,7.775427773594856262e-03,3.510647639632225037e-02,2.545766830444335938e-01,4.164433479309082031e-02,-8.207056671380996704e-02,-2.651273012161254883e-01,2.805471420288085938e-03,-1.726737320423126221e-01,-6.514288485050201416e-02,-8.448618650436401367e-02
-6.908901035785675049e-02,6.687523424625396729e-02,3.157250285148620605e-01,3.337595164775848389e-01,-7.443268299102783203e-01,2.784948050975799561e-01,-2.164691388607025146e-01,1.070101782679557800e-01,1.004807651042938232e-02,2.853922247886657715e-01,-3.124648928642272949e-01,-1.682014584541320801e+00,-2.826818823814392090e-01,7.490891218185424805e-02,-9.890581965446472168e-01,2.936864793300628662e-01
-1.591905355453491211e-01,-9.385977685451507568e-02,8.396643400192260742e-02,2.165242135524749756e-01,-1.731173396110534668e-01,5.710795521736145020e-02,1.036315560340881348e-01,-1.941774189472198486e-01,-1.760352551937103271e-01,-1.450476199388504028e-01,6.245002150535583496e-02,-2.719393074512481689e-01,-2.315817773342132568e-01,-2.428639978170394897e-01,-5.644404888153076172e-02,1.336055696010589600e-01
-1.620584279298782349e-01,-2.577615678310394287e-01,1.234496477991342545e-02,-1.363314688205718994e-01,6.134516745805740356e-02,-2.850885316729545593e-02,-5.814350023865699768e-02,-1.586982160806655884e-01,-4.097306430339813232e-01,-4.961759448051452637e-01,-3.052330911159515381e-01,7.662631571292877197e-02,-1.057358384132385254e-01,-6.147373840212821960e-02,-1.276381406933069229e-02,1.018712762743234634e-02
-4.389908630400896072e-03,-2.897961437702178955e-01,-2.621721327304840088e-01,-1.761180043220520020e+00,4.212958738207817078e-02,-1.333666890859603882e-01,2.534782588481903076e-01,9.300816804170608521e-02,-4.162078201770782471e-01,-6.809978485107421875e-01,-1.392309069633483887e+00,-1.402240991592407227e-01,-1.942191272974014282e-01,-2.085879147052764893e-01,-2.202986329793930054e-01,-4.361773133277893066e-01
1.811936944723129272e-01,-3.199705481529235840e-01,4.939307272434234619e-02,5.222024023532867432e-02,9.485450387001037598e-01,-1.682854592800140381e-01,3.550142943859100342e-01,-9.893874824047088623e-02,7.674430608749389648e-01,2.843408286571502686e-01,-3.671937584877014160e-01,-1.415510535240173340e+00,4.387253522872924805e-02,-1.608161032199859619e-01,-1.287898302078247070e+00,-5.128868222236633301e-01
7.951643466949462891e-01,-1.505101285874843597e-02,3.766580522060394287e-01,3.665801882743835449e-02,7.989823222160339355e-01,-1.662680983543395996e+00,1.498015820980072021e-01,2.969773672521114349e-02,-5.117352604866027832e-01,4.890429675579071045e-01,2.972697615623474121e-01,1.222026944160461426e-01,1.621088832616806030e-01,-9.104907512664794922e-02,4.112900048494338989e-02,9.552691131830215454e-02
-1.269763112068176270e-01,-2.876644730567932129e-01,-1.293953508138656616e-01,3.526348769664764404e-01,3.838204592466354370e-02,-3.437706455588340759e-02,3.359100520610809326e-01,-2.069590538740158081e-01,-6.290396451950073242e-01,7.405081987380981445e-01,4.719952940940856934e-01,-6.681267172098159790e-02,2.180088162422180176e-01,7.724291831254959106e-02,1.466668099164962769e-01,-6.087607890367507935e-02
